ID,Num of marathon,Unfinished_marathon,Age,Num of mtl marathon,2012 mtl Marathon,2013 mtl Marathon,2014 mtl Marathon,2015 mtl Marathon
4397,1,0,3,1,1,0,0,0
4398,1,0,2,1,0,0,0,1
4399,2,0,6,1,1,0,0,0
4400,1,0,1,1,0,0,0,1
4401,1,0,4,0,0,0,0,0
4402,1,0,4,1,0,0,0,1
4403,1,0,3,1,0,0,0,1
4404,1,0,4,1,0,0,0,1
4405,1,0,3,1,0,1,0,0
4406,2,4,3,1,0,1,0,0
4407,1,0,6,1,0,0,0,1
4408,2,0,3,2,1,1,0,0
4409,1,0,5,1,0,0,0,1
4410,1,1,3,1,0,1,0,0
4411,2,0,4,1,1,0,0,0
4412,1,0,2,0,0,0,0,0
4413,1,0,4,0,0,0,0,0
4414,0,0,2,0,0,0,0,0
4415,0,0,1,0,0,0,0,0
4416,1,0,2,1,0,0,0,1
4417,1,0,4,0,0,0,0,0
4418,1,1,2,1,1,0,0,0
4419,1,0,5,1,0,0,0,1
4420,1,0,3,0,0,0,0,0
4421,0,0,3,0,0,0,0,0
4422,2,0,6,1,1,0,0,0
4423,1,1,3,1,1,0,0,0
4424,1,0,4,1,0,0,0,1
4425,1,0,5,1,0,1,0,0
4426,0,0,4,0,0,0,0,0
4427,1,0,5,1,0,0,0,1
4428,1,0,3,1,0,0,0,1
4429,1,0,3,1,0,0,0,1
4430,1,0,3,1,1,0,0,0
4431,0,0,4,0,0,0,0,0
4432,0,0,2,0,0,0,0,0
4433,0,0,5,0,0,0,0,0
4434,1,1,4,0,0,0,0,0
4435,1,0,3,1,0,0,0,1
4436,1,0,3,1,0,0,0,1
4437,0,0,3,0,0,0,0,0
4438,1,0,5,0,0,0,0,0
4439,0,0,4,0,0,0,0,0
4440,1,0,2,0,0,0,0,0
4441,1,0,3,1,1,0,0,0
4442,2,1,3,2,1,1,0,0
4443,2,1,4,0,0,0,0,0
4444,1,0,1,1,0,0,0,1
4445,1,0,4,1,0,1,0,0
4446,1,0,2,0,0,0,0,0
4447,1,0,5,1,0,0,0,1
4448,1,0,2,1,1,0,0,0
4449,1,2,4,1,1,0,0,0
4450,1,0,2,1,1,0,0,0
4451,1,0,3,1,0,0,0,1
4452,1,0,3,0,0,0,0,0
4453,1,0,6,0,0,0,0,0
4454,1,0,4,1,0,1,0,0
4455,1,0,4,1,0,1,0,0
4456,1,0,4,0,0,0,0,0
4457,1,0,3,1,0,0,0,1
4458,1,0,3,0,0,0,0,0
4459,0,0,2,0,0,0,0,0
4460,1,0,2,1,0,0,0,1
4461,1,0,3,1,0,0,0,1
4462,1,0,4,0,0,0,0,0
4463,1,0,4,0,0,0,0,0
4464,1,0,3,1,0,0,0,1
4465,1,0,1,1,0,1,0,0
4466,1,0,4,1,1,0,0,0
4467,1,0,3,1,1,0,0,0
4468,1,0,5,0,0,0,0,0
4469,1,0,2,1,0,1,0,0
4470,4,4,2,1,0,1,0,0
4471,1,0,1,1,0,1,0,0
4472,1,0,3,0,0,0,0,0
4473,2,0,4,0,0,0,0,0
4474,2,1,3,1,1,0,0,0
4475,1,0,3,1,0,0,0,1
4476,1,0,3,0,0,0,0,0
4477,1,0,1,1,0,0,0,1
4478,1,0,4,1,0,0,0,1
4479,1,0,3,1,0,1,0,0
4480,1,0,3,1,0,1,0,0
4481,1,0,4,1,0,0,0,1
4482,1,0,3,1,0,0,0,1
4483,2,0,3,1,0,0,0,1
4484,1,0,5,1,1,0,0,0
4485,1,0,2,1,0,0,0,1
4486,1,0,4,1,0,0,0,1
4487,2,1,4,1,1,0,0,0
4488,1,0,3,1,0,0,0,1
4489,2,0,4,1,0,1,0,0
4490,1,0,5,1,1,0,0,0
4491,1,0,4,1,0,0,0,1
4492,2,1,4,2,1,1,0,0
4493,3,0,4,2,1,1,0,0
4494,1,2,5,0,0,0,0,0
4495,2,0,4,1,0,0,0,1
4496,1,1,3,0,0,0,0,0
4497,1,0,1,1,0,1,0,0
4498,0,0,5,0,0,0,0,0
4499,1,0,2,1,0,0,0,1
4500,1,0,4,1,0,0,0,1
4501,1,0,5,0,0,0,0,0
4502,3,3,3,2,1,1,0,0
4503,1,0,5,1,0,0,0,1
4504,0,0,2,0,0,0,0,0
4505,1,0,2,1,0,0,0,1
4506,1,0,2,1,0,0,0,1
4507,1,2,3,1,1,0,0,0
4508,1,0,2,1,0,1,0,0
4509,1,2,3,1,0,1,0,0
4510,1,0,5,1,0,0,0,1
4511,1,0,3,0,0,0,0,0
4512,1,1,5,1,0,1,0,0
4513,1,0,3,1,0,1,0,0
4514,1,0,2,0,0,0,0,0
4515,1,0,3,1,1,0,0,0
4516,1,1,4,1,0,1,0,0
4517,1,0,2,1,1,0,0,0
4518,3,1,4,2,1,1,0,0
4519,1,0,3,1,0,0,0,1
4520,0,0,5,0,0,0,0,0
4521,2,1,5,2,1,1,0,0
4522,1,1,3,1,1,0,0,0
4523,0,0,2,0,0,0,0,0
4524,1,0,4,1,0,0,0,1
4525,2,0,5,0,0,0,0,0
4526,2,0,5,0,0,0,0,0
4527,1,0,2,1,1,0,0,0
4528,1,0,4,1,0,0,0,1
4529,0,0,5,0,0,0,0,0
4530,1,0,3,1,0,0,0,1
4531,1,0,3,0,0,0,0,0
4532,1,0,3,0,0,0,0,0
4533,1,0,3,1,0,0,0,1
4534,1,0,2,1,0,1,0,0
4535,0,0,3,0,0,0,0,0
4536,1,1,5,1,0,1,0,0
4537,1,0,1,0,0,0,0,0
4538,0,0,4,0,0,0,0,0
4539,1,0,2,1,0,0,0,1
4540,1,1,2,1,0,1,0,0
4541,0,0,1,0,0,0,0,0
4542,1,1,3,1,0,0,0,1
4543,1,1,1,1,0,1,0,0
4544,0,0,5,0,0,0,0,0
4545,1,0,2,0,0,0,0,0
4546,0,0,3,0,0,0,0,0
4547,1,0,6,1,0,0,0,1
4548,2,0,4,2,1,1,0,0
4549,1,0,3,1,0,0,0,1
4550,1,4,4,1,0,1,0,0
4551,1,1,3,1,0,0,0,1
4552,1,0,3,1,0,0,0,1
4553,1,0,3,0,0,0,0,0
4554,1,0,4,0,0,0,0,0
4555,1,0,3,1,0,0,0,1
4556,1,0,1,1,0,0,0,1
4557,1,0,3,1,1,0,0,0
4558,1,0,3,1,0,0,0,1
4559,2,0,4,1,0,0,0,1
4560,4,1,4,3,1,1,0,1
4561,1,0,4,1,0,1,0,0
4562,3,0,3,1,1,0,0,0
4563,1,0,3,1,0,0,0,1
4564,1,2,4,1,1,0,0,0
4565,1,0,2,1,1,0,0,0
4566,0,0,4,0,0,0,0,0
4567,2,0,4,1,0,0,0,1
4568,3,1,4,3,1,1,0,1
4569,1,0,5,1,0,0,0,1
4570,2,0,4,1,0,1,0,0
4571,1,0,2,1,0,0,0,1
4572,0,0,6,0,0,0,0,0
4573,1,0,2,1,0,1,0,0
4574,1,0,4,0,0,0,0,0
4575,0,0,5,0,0,0,0,0
4576,3,1,6,0,0,0,0,0
4577,1,0,3,0,0,0,0,0
4578,1,0,3,1,1,0,0,0
4579,2,1,3,0,0,0,0,0
4580,1,0,4,1,0,0,0,1
4581,1,0,3,0,0,0,0,0
4582,1,0,3,1,1,0,0,0
4583,0,0,3,0,0,0,0,0
4584,0,0,4,0,0,0,0,0
4585,1,0,6,1,0,0,0,1
4586,1,0,2,1,1,0,0,0
4587,1,0,5,1,0,0,0,1
4588,1,0,3,1,0,0,0,1
4589,0,0,4,0,0,0,0,0
4590,1,1,3,1,0,1,0,0
4591,1,0,3,1,1,0,0,0
4592,1,0,3,1,1,0,0,0
4593,1,0,3,1,1,0,0,0
4594,1,0,4,0,0,0,0,0
4595,2,2,5,1,0,1,0,0
4596,1,0,1,1,0,0,0,1
4597,1,0,4,1,0,0,0,1
4598,0,1,4,0,0,0,0,0
4599,8,0,6,2,1,1,0,0
4600,0,0,4,0,0,0,0,0
4601,0,0,4,0,0,0,0,0
4602,0,0,1,0,0,0,0,0
4603,2,0,5,2,1,1,0,0
4604,1,0,2,1,0,0,0,1
4605,2,1,5,1,0,1,0,0
4606,1,0,2,1,0,0,0,1
4607,2,0,5,1,1,0,0,0
4608,1,0,3,0,0,0,0,0
4609,0,0,3,0,0,0,0,0
4610,1,0,5,0,0,0,0,0
4611,1,0,3,1,0,0,0,1
4612,1,1,4,1,0,1,0,0
4613,1,0,3,0,0,0,0,0
4614,1,0,1,0,0,0,0,0
4615,1,0,2,1,0,0,0,1
4616,1,0,3,1,0,0,0,1
4617,1,0,5,1,0,0,0,1
4618,1,0,3,0,0,0,0,0
4619,1,0,3,1,0,1,0,0
4620,1,0,4,1,0,1,0,0
4621,1,0,3,1,0,0,0,1
4622,0,0,5,0,0,0,0,0
4623,1,0,1,0,0,0,0,0
4624,1,0,4,0,0,0,0,0
4625,1,0,6,0,0,0,0,0
4626,1,0,3,1,0,0,0,1
4627,1,1,2,0,0,0,0,0
4628,0,0,1,0,0,0,0,0
4629,1,0,3,0,0,0,0,0
4630,3,1,5,1,0,0,0,1
4631,2,0,3,2,1,1,0,0
4632,0,0,3,0,0,0,0,0
4633,1,0,4,0,0,0,0,0
4634,0,0,5,0,0,0,0,0
4635,1,0,3,1,0,0,0,1
4636,1,0,2,1,0,0,0,1
4637,2,0,5,2,0,1,0,1
4638,0,0,2,0,0,0,0,0
4639,1,0,5,1,0,0,0,1
4640,0,0,5,0,0,0,0,0
4641,1,1,1,0,0,0,0,0
4642,0,0,2,0,0,0,0,0
4643,1,0,3,1,0,1,0,0
4644,1,0,6,1,1,0,0,0
4645,1,0,2,1,0,1,0,0
4646,1,0,6,0,0,0,0,0
4647,0,0,5,0,0,0,0,0
4648,1,0,4,1,0,0,0,1
4649,1,0,5,1,0,0,0,1
4650,1,0,5,0,0,0,0,0
4651,1,0,4,0,0,0,0,0
4652,1,0,3,1,0,0,0,1
4653,1,0,4,1,0,0,0,1
4654,1,0,5,1,0,0,0,1
4655,2,1,5,1,0,1,0,0
4656,0,0,4,0,0,0,0,0
4657,1,0,4,0,0,0,0,0
4658,1,0,5,1,0,0,0,1
4659,1,0,4,0,0,0,0,0
4660,1,0,3,0,0,0,0,0
4661,1,0,3,1,1,0,0,0
4662,1,0,2,0,0,0,0,0
4663,2,0,2,0,0,0,0,0
4664,1,1,4,0,0,0,0,0
4665,1,0,4,1,1,0,0,0
4666,1,0,4,1,0,1,0,0
4667,0,0,3,0,0,0,0,0
4668,0,0,4,0,0,0,0,0
4669,1,0,1,1,0,0,0,1
4670,1,0,3,1,1,0,0,0
4671,1,0,3,1,0,1,0,0
4672,2,0,2,1,1,0,0,0
4673,1,0,4,0,0,0,0,0
4674,3,0,3,2,1,1,0,0
4675,1,0,5,1,0,1,0,0
4676,1,1,5,1,0,0,0,1
4677,2,0,4,0,0,0,0,0
4678,1,0,3,1,1,0,0,0
4679,1,0,4,0,0,0,0,0
4680,1,0,4,1,0,0,0,1
4681,1,0,5,1,0,0,0,1
4682,2,0,4,1,0,0,0,1
4683,1,1,3,1,0,1,0,0
4684,2,6,4,1,0,1,0,0
4685,1,0,3,0,0,0,0,0
4686,2,1,3,1,0,0,0,1
4687,0,0,3,0,0,0,0,0
4688,1,0,2,1,0,1,0,0
4689,1,0,3,1,0,0,0,1
4690,1,0,4,1,0,0,0,1
4691,1,0,4,1,0,0,0,1
4692,1,0,4,1,0,0,0,1
4693,1,0,4,1,0,0,0,1
4694,4,2,4,1,1,0,0,0
4695,1,0,3,0,0,0,0,0
4696,1,1,4,1,0,1,0,0
4697,1,0,3,1,1,0,0,0
4698,0,0,1,0,0,0,0,0
4699,1,0,1,1,0,0,0,1
4700,1,0,4,0,0,0,0,0
4701,1,0,3,1,0,0,0,1
4702,0,0,4,0,0,0,0,0
4703,1,0,3,1,0,1,0,0
4704,1,0,4,0,0,0,0,0
4705,1,0,4,0,0,0,0,0
4706,1,0,4,0,0,0,0,0
4707,2,1,3,0,0,0,0,0
4708,1,0,2,0,0,0,0,0
4709,2,1,3,0,0,0,0,0
4710,1,0,4,1,0,1,0,0
4711,1,0,3,1,1,0,0,0
4712,2,0,2,1,0,1,0,0
4713,2,0,5,1,0,0,0,1
4714,1,0,5,1,0,0,0,1
4715,2,7,4,0,0,0,0,0
4716,0,0,4,0,0,0,0,0
4717,1,0,2,1,0,0,0,1
4718,1,0,3,1,0,1,0,0
4719,1,0,5,0,0,0,0,0
4720,1,0,1,1,0,1,0,0
4721,1,0,1,1,1,0,0,0
4722,1,0,5,1,0,0,0,1
4723,1,1,4,1,0,1,0,0
4724,1,0,4,1,0,0,0,1
4725,1,0,5,1,0,0,0,1
4726,1,0,3,1,0,1,0,0
4727,1,0,3,1,0,0,0,1
4728,1,0,5,1,0,1,0,0
4729,1,1,1,1,0,1,0,0
4730,2,0,4,1,0,0,0,1
4731,1,0,3,1,0,0,0,1
4732,1,0,3,1,0,0,0,1
4733,2,0,3,1,1,0,0,0
4734,3,0,5,2,0,1,0,1
4735,1,2,4,0,0,0,0,0
4736,0,0,4,0,0,0,0,0
4737,1,0,3,0,0,0,0,0
4738,1,0,3,1,0,0,0,1
4739,1,0,7,1,0,1,0,0
4740,2,2,3,1,0,1,0,0
4741,1,0,4,1,0,0,0,1
4742,1,0,4,1,0,0,0,1
4743,0,0,3,0,0,0,0,0
4744,1,0,3,1,0,1,0,0
4745,1,0,2,1,0,0,0,1
4746,0,0,1,0,0,0,0,0
4747,3,1,4,2,1,1,0,0
4748,4,3,3,2,1,1,0,0
4749,1,0,5,1,0,0,0,1
4750,1,0,3,0,0,0,0,0
4751,2,2,3,0,0,0,0,0
4752,1,0,4,1,0,0,0,1
4753,1,0,3,1,1,0,0,0
4754,0,0,1,0,0,0,0,0
4755,1,0,3,1,0,1,0,0
4756,0,0,5,0,0,0,0,0
4757,1,0,4,1,1,0,0,0
4758,1,0,4,1,1,0,0,0
4759,1,0,3,1,0,0,0,1
4760,1,0,4,1,0,0,0,1
4761,1,0,3,1,1,0,0,0
4762,0,0,2,0,0,0,0,0
4763,1,0,6,1,0,0,0,1
4764,1,0,1,1,0,0,0,1
4765,1,0,3,1,1,0,0,0
4766,1,0,2,1,0,0,0,1
4767,1,2,4,1,0,1,0,0
4768,1,0,5,1,0,0,0,1
4769,1,0,3,1,0,1,0,0
4770,1,1,2,0,0,0,0,0
4771,1,0,3,1,0,0,0,1
4772,1,1,3,0,0,0,0,0
4773,1,0,2,0,0,0,0,0
4774,2,0,3,1,0,1,0,0
4775,1,0,4,0,0,0,0,0
4776,1,0,3,0,0,0,0,0
4777,3,0,4,2,1,1,0,0
4778,1,0,1,0,0,0,0,0
4779,1,0,5,1,0,0,0,1
4780,1,1,2,1,1,0,0,0
4781,1,0,3,1,0,0,0,1
4782,4,0,6,1,0,1,0,0
4783,1,0,1,1,0,0,0,1
4784,2,0,1,0,0,0,0,0
4785,1,0,3,0,0,0,0,0
4786,1,0,1,1,0,0,0,1
4787,1,0,4,1,0,0,0,1
4788,2,4,4,1,0,1,0,0
4789,1,0,4,0,0,0,0,0
4790,1,0,4,1,0,0,0,1
4791,0,0,3,0,0,0,0,0
4792,1,0,4,1,1,0,0,0
4793,1,0,2,1,0,1,0,0
4794,1,0,3,1,0,1,0,0
4795,1,0,2,0,0,0,0,0
4796,1,0,3,1,0,0,0,1
4797,1,0,4,1,0,0,0,1
4798,0,0,4,0,0,0,0,0
4799,1,0,4,1,1,0,0,0
4800,1,1,3,1,0,1,0,0
4801,1,0,4,0,0,0,0,0
4802,2,3,2,0,0,0,0,0
4803,1,5,5,1,1,0,0,0
4804,1,0,3,1,0,1,0,0
4805,3,0,3,0,0,0,0,0
4806,1,0,4,1,0,1,0,0
4807,1,0,5,1,0,0,0,1
4808,1,0,4,0,0,0,0,0
4809,0,0,3,0,0,0,0,0
4810,1,3,5,0,0,0,0,0
4811,1,0,4,1,0,1,0,0
4812,1,0,2,1,0,0,0,1
4813,1,1,3,1,0,0,0,1
4814,1,0,3,1,0,1,0,0
4815,1,1,2,0,0,0,0,0
4816,1,0,3,1,0,0,0,1
4817,1,0,5,1,0,1,0,0
4818,0,0,3,0,0,0,0,0
4819,1,0,4,1,0,0,0,1
4820,0,0,5,0,0,0,0,0
4821,1,0,3,0,0,0,0,0
4822,0,0,4,0,0,0,0,0
4823,1,0,3,1,0,1,0,0
4824,0,0,4,0,0,0,0,0
4825,1,0,3,1,1,0,0,0
4826,1,0,3,0,0,0,0,0
4827,1,0,5,0,0,0,0,0
4828,1,2,3,1,1,0,0,0
4829,0,0,2,0,0,0,0,0
4830,0,0,1,0,0,0,0,0
4831,1,0,2,1,0,1,0,0
4832,1,0,2,0,0,0,0,0
4833,1,0,2,0,0,0,0,0
4834,2,0,3,1,0,1,0,0
4835,0,0,2,0,0,0,0,0
4836,1,0,5,0,0,0,0,0
4837,2,1,3,1,0,1,0,0
4838,1,2,2,1,0,1,0,0
4839,1,0,1,0,0,0,0,0
4840,0,0,5,0,0,0,0,0
4841,2,1,5,1,0,1,0,0
4842,0,0,3,0,0,0,0,0
4843,1,0,3,1,0,1,0,0
4844,5,0,4,3,1,1,0,1
4845,0,0,5,0,0,0,0,0
4846,1,0,5,1,1,0,0,0
4847,1,0,4,0,0,0,0,0
4848,1,0,4,1,0,0,0,1
4849,1,0,2,1,1,0,0,0
4850,0,0,4,0,0,0,0,0
4851,1,0,4,1,0,0,0,1
4852,1,0,2,1,0,0,0,1
4853,1,0,4,0,0,0,0,0
4854,1,0,1,1,0,1,0,0
4855,1,0,2,1,0,1,0,0
4856,0,0,6,0,0,0,0,0
4857,1,0,5,1,1,0,0,0
4858,1,0,3,1,0,1,0,0
4859,1,0,4,0,0,0,0,0
4860,1,0,2,1,0,1,0,0
4861,1,2,5,1,1,0,0,0
4862,0,0,3,0,0,0,0,0
4863,1,0,2,1,0,1,0,0
4864,0,0,2,0,0,0,0,0
4865,2,0,3,1,0,1,0,0
4866,1,0,4,1,0,0,0,1
4867,1,3,4,0,0,0,0,0
4868,1,1,2,1,0,1,0,0
4869,1,0,2,0,0,0,0,0
4870,2,2,5,1,0,1,0,0
4871,1,0,2,1,1,0,0,0
4872,1,0,3,1,0,0,0,1
4873,1,0,4,1,0,0,0,1
4874,1,0,2,0,0,0,0,0
4875,1,0,1,0,0,0,0,0
4876,1,0,2,1,0,1,0,0
4877,1,0,4,0,0,0,0,0
4878,1,0,2,1,0,0,0,1
4879,1,0,1,0,0,0,0,0
4880,2,2,4,0,0,0,0,0
4881,1,1,3,0,0,0,0,0
4882,2,0,3,2,1,1,0,0
4883,1,0,2,1,0,0,0,1
4884,1,0,1,1,0,0,0,1
4885,1,0,4,1,0,1,0,0
4886,1,0,3,1,0,0,0,1
4887,1,0,3,1,0,0,0,1
4888,1,0,4,1,0,0,0,1
4889,1,0,3,1,0,0,0,1
4890,0,0,1,0,0,0,0,0
4891,1,0,5,1,1,0,0,0
4892,1,1,2,1,0,1,0,0
4893,1,0,1,0,0,0,0,0
4894,1,0,3,1,0,0,0,1
4895,1,0,4,1,0,0,0,1
4896,1,0,5,1,0,0,0,1
4897,1,0,3,0,0,0,0,0
4898,0,1,4,0,0,0,0,0
4899,1,0,4,1,0,0,0,1
4900,1,0,2,1,0,0,0,1
4901,1,0,5,1,0,0,0,1
4902,0,0,5,0,0,0,0,0
4903,1,0,4,1,0,0,0,1
4904,1,0,2,1,1,0,0,0
4905,1,0,2,1,0,0,0,1
4906,0,0,3,0,0,0,0,0
4907,1,0,4,0,0,0,0,0
4908,1,0,3,1,0,1,0,0
4909,1,0,2,0,0,0,0,0
4910,1,1,3,1,0,0,0,1
4911,1,0,3,1,0,1,0,0
4912,1,0,2,1,1,0,0,0
4913,2,0,5,0,0,0,0,0
4914,1,0,3,1,0,1,0,0
4915,1,0,5,1,0,0,0,1
4916,1,4,3,0,0,0,0,0
4917,1,1,5,1,0,1,0,0
4918,0,0,3,0,0,0,0,0
4919,1,1,3,1,1,0,0,0
4920,1,0,3,0,0,0,0,0
4921,0,0,5,0,0,0,0,0
4922,2,0,2,2,1,0,0,1
4923,1,0,3,1,1,0,0,0
4924,1,0,2,1,0,0,0,1
4925,1,1,3,0,0,0,0,0
4926,2,0,3,1,0,0,0,1
4927,1,0,3,1,0,1,0,0
4928,1,1,5,1,1,0,0,0
4929,1,0,4,1,1,0,0,0
4930,1,0,4,1,0,0,0,1
4931,2,0,2,1,0,0,0,1
4932,1,0,2,1,0,0,0,1
4933,1,0,4,1,0,0,0,1
4934,1,0,1,1,1,0,0,0
4935,1,0,3,1,1,0,0,0
4936,1,0,1,1,0,0,0,1
4937,2,3,4,1,1,0,0,0
4938,1,0,5,1,0,0,0,1
4939,1,1,5,1,0,1,0,0
4940,1,0,3,0,0,0,0,0
4941,1,0,2,1,0,1,0,0
4942,1,0,3,1,0,0,0,1
4943,1,0,4,1,0,0,0,1
4944,1,0,1,0,0,0,0,0
4945,1,1,4,0,0,0,0,0
4946,1,1,5,1,0,1,0,0
4947,0,0,3,0,0,0,0,0
4948,1,0,4,1,0,0,0,1
4949,3,1,3,0,0,0,0,0
4950,0,0,3,0,0,0,0,0
4951,1,0,3,1,1,0,0,0
4952,1,0,4,0,0,0,0,0
4953,1,1,4,1,0,0,0,1
4954,1,0,4,1,0,0,0,1
4955,1,0,3,1,0,1,0,0
4956,0,5,3,0,0,0,0,0
4957,2,0,3,2,1,1,0,0
4958,1,0,4,0,0,0,0,0
4959,1,0,4,1,0,1,0,0
4960,1,0,3,1,0,0,0,1
4961,1,1,4,0,0,0,0,0
4962,0,0,4,0,0,0,0,0
4963,1,1,2,1,0,1,0,0
4964,1,0,5,1,1,0,0,0
4965,2,0,1,1,0,0,0,1
4966,2,1,3,1,0,0,0,1
4967,1,0,4,0,0,0,0,0
4968,1,0,3,1,1,0,0,0
4969,1,0,4,0,0,0,0,0
4970,1,0,2,1,1,0,0,0
4971,1,0,2,1,0,0,0,1
4972,2,4,3,0,0,0,0,0
4973,1,1,3,1,0,0,0,1
4974,1,0,5,1,0,1,0,0
4975,1,0,3,1,0,0,0,1
4976,1,1,4,1,0,0,0,1
4977,1,0,1,0,0,0,0,0
4978,4,6,4,0,0,0,0,0
4979,1,0,5,1,0,1,0,0
4980,1,0,4,1,0,1,0,0
4981,1,0,3,1,0,0,0,1
4982,2,0,5,0,0,0,0,0
4983,1,0,1,1,0,1,0,0
4984,1,0,4,1,0,0,0,1
4985,1,0,2,1,1,0,0,0
4986,0,0,5,0,0,0,0,0
4987,1,0,5,1,1,0,0,0
4988,1,0,4,0,0,0,0,0
4989,1,0,6,1,0,0,0,1
4990,1,0,2,1,0,0,0,1
4991,1,0,2,1,0,0,0,1
4992,1,0,3,1,0,1,0,0
4993,1,1,3,0,0,0,0,0
4994,0,0,5,0,0,0,0,0
4995,1,0,2,0,0,0,0,0
4996,1,0,4,1,0,0,0,1
4997,2,5,4,1,1,0,0,0
4998,1,0,5,1,0,0,0,1
4999,1,0,4,0,0,0,0,0
5000,1,0,3,1,0,0,0,1
5001,1,0,2,1,0,1,0,0
5002,2,2,3,1,0,1,0,0
5003,2,1,4,0,0,0,0,0
5004,1,0,6,1,0,0,0,1
5005,1,0,1,1,0,1,0,0
5006,0,0,1,0,0,0,0,0
5007,1,0,3,1,0,1,0,0
5008,0,0,4,0,0,0,0,0
5009,0,0,4,0,0,0,0,0
5010,0,0,4,0,0,0,0,0
5011,1,0,1,1,0,0,0,1
5012,1,0,5,0,0,0,0,0
5013,1,0,4,0,0,0,0,0
5014,1,0,1,1,0,1,0,0
5015,1,4,4,1,1,0,0,0
5016,1,0,2,1,1,0,0,0
5017,1,0,4,1,0,1,0,0
5018,1,1,4,0,0,0,0,0
5019,1,0,4,1,0,1,0,0
5020,1,1,4,1,1,0,0,0
5021,1,0,3,1,0,1,0,0
5022,1,0,4,1,0,1,0,0
5023,1,0,4,1,0,0,0,1
5024,1,0,4,1,0,1,0,0
5025,1,0,4,1,0,1,0,0
5026,1,0,2,1,0,0,0,1
5027,1,0,3,1,0,0,0,1
5028,1,1,3,0,0,0,0,0
5029,1,0,3,1,1,0,0,0
5030,0,0,1,0,0,0,0,0
5031,1,0,3,1,0,1,0,0
5032,1,0,3,1,1,0,0,0
5033,1,0,4,1,0,0,0,1
5034,2,1,2,2,1,1,0,0
5035,1,0,3,1,0,1,0,0
5036,1,0,1,1,0,0,0,1
5037,1,0,4,1,1,0,0,0
5038,1,0,4,0,0,0,0,0
5039,1,0,4,0,0,0,0,0
5040,1,0,5,1,0,0,0,1
5041,0,0,3,0,0,0,0,0
5042,1,0,4,1,0,0,0,1
5043,0,0,5,0,0,0,0,0
5044,0,2,3,0,0,0,0,0
5045,1,0,1,1,0,0,0,1
5046,1,0,5,1,0,1,0,0
5047,1,1,5,1,1,0,0,0
5048,1,0,3,1,0,0,0,1
5049,1,0,3,0,0,0,0,0
5050,1,0,4,1,0,0,0,1
5051,3,1,7,0,0,0,0,0
5052,1,0,4,1,0,1,0,0
5053,1,0,3,1,0,0,0,1
5054,1,0,2,1,1,0,0,0
5055,1,0,3,1,0,0,0,1
5056,0,0,5,0,0,0,0,0
5057,1,0,3,1,1,0,0,0
5058,1,0,3,1,0,0,0,1
5059,1,0,2,1,0,1,0,0
5060,0,0,4,0,0,0,0,0
5061,1,0,4,0,0,0,0,0
5062,1,0,4,0,0,0,0,0
5063,1,0,3,1,0,0,0,1
5064,1,0,4,1,0,0,0,1
5065,1,0,3,1,1,0,0,0
5066,1,0,4,1,0,0,0,1
5067,1,0,2,1,0,0,0,1
5068,1,0,3,1,0,0,0,1
5069,1,0,4,1,1,0,0,0
5070,1,0,3,1,0,1,0,0
5071,1,1,3,1,0,0,0,1
5072,1,1,6,1,1,0,0,0
5073,2,0,4,1,0,1,0,0
5074,1,0,3,1,1,0,0,0
5075,1,0,5,1,0,0,0,1
5076,1,0,3,1,1,0,0,0
5077,1,0,1,1,0,0,0,1
5078,1,0,1,1,0,0,0,1
5079,1,0,3,1,1,0,0,0
5080,1,0,1,1,0,0,0,1
5081,0,0,3,0,0,0,0,0
5082,0,0,4,0,0,0,0,0
5083,1,1,4,0,0,0,0,0
5084,4,2,3,0,0,0,0,0
5085,2,0,4,1,0,0,0,1
5086,1,0,3,1,0,0,0,1
5087,1,0,4,1,0,0,0,1
5088,2,2,4,2,1,1,0,0
5089,0,0,1,0,0,0,0,0
5090,1,0,1,1,1,0,0,0
5091,1,0,3,1,1,0,0,0
5092,1,0,5,0,0,0,0,0
5093,2,0,3,1,0,1,0,0
5094,0,0,3,0,0,0,0,0
5095,1,0,3,1,0,0,0,1
5096,1,0,3,0,0,0,0,0
5097,1,0,6,1,1,0,0,0
5098,1,0,1,0,0,0,0,0
5099,1,0,4,1,0,1,0,0
5100,1,0,1,1,0,1,0,0
5101,1,0,1,1,0,1,0,0
5102,2,1,3,0,0,0,0,0
5103,3,0,3,2,1,0,0,1
5104,1,0,3,1,1,0,0,0
5105,1,0,3,1,0,0,0,1
5106,1,0,3,1,0,0,0,1
5107,1,0,4,1,0,0,0,1
5108,1,0,3,1,0,0,0,1
5109,1,0,2,0,0,0,0,0
5110,1,0,4,1,1,0,0,0
5111,1,0,4,1,0,1,0,0
5112,1,0,3,1,0,1,0,0
5113,1,0,2,0,0,0,0,0
5114,1,0,4,1,0,0,0,1
5115,1,1,3,0,0,0,0,0
5116,1,0,7,1,0,0,0,1
5117,1,0,3,1,0,0,0,1
5118,3,1,4,2,0,1,0,1
5119,2,4,6,1,0,1,0,0
5120,1,0,2,1,0,0,0,1
5121,2,0,4,0,0,0,0,0
5122,2,0,4,1,0,1,0,0
5123,0,0,3,0,0,0,0,0
5124,1,0,3,1,0,0,0,1
5125,2,0,4,0,0,0,0,0
5126,0,0,5,0,0,0,0,0
5127,1,1,3,0,0,0,0,0
5128,2,0,5,1,0,1,0,0
